date,presenter,pmid,title,journal,authors,doi,abstract,notes,pdf
2025-10-10,,41070633,Incorporating HTA and VR Simulation to Teach Trainees in Endoscopic Endonasal Skull Base Approaches.,The Laryngoscope,"Samargandy, Shireen; Ahmadian, David; Zhang, Jason; Biffar, David; Avery, Michael B et al.",10.1002/lary.70188,"This study introduces a novel educational framework for endoscopic endonasal skull base surgery that integrates hierarchical task analysis (HTA) and systematic human error reduction and prediction approach (SHERPA) into an immersive virtual reality (VR) simulator. The platform deconstructs complex procedures into structured steps, identifies potential errors, and embeds decision-making prompts to enhance both technical skill and situational awareness. This structured, error-aware VR approach off...",,
2025-10-09,,41069023,Divergent Risk Patterns of Upper Airway Inflammation in Autoimmune Diseases: A Nationwide Retrospective Analysis.,American journal of rhinology & allergy,"Jishu, Jessan A; Galic, Cameron; Shata, Abdelrahman; Montclare, Gabriel J; Leggett, Hunter et al.",10.1177/19458924251386200,"ObjectivesWhile autoimmune diseases (ADs) are known for systemic inflammation, their specific association with upper airway inflammation (UAI) has not been extensively characterized. We aim to investigate the associations between various ADs and subsequent UAI development in a large, national cohort.MethodsThis retrospective cohort study utilized de-identified electronic health records from TriNetX, a national collaborative database. Adolescent and adult patients with a diagnosis of 1 or more AD...",,
2025-10-01,,41066119,Error in Results Section.,JAMA otolaryngology-- head & neck surgery,,10.1001/jamaoto.2025.3613,,,
2025-10-09,,41066102,Reaching Individualized Optimal Oxygen Therapy in Mechanically Ventilated Patients-Reply.,JAMA,"Grocott, Michael; Mouncey, Paul; Martin, Daniel S",10.1001/jama.2025.14080,,,
2025-10-09,,41066101,What Will Next Year Bring for AI in Health?,JAMA,"Perlis, Roy",10.1001/jama.2025.18529,,,
2025-10-09,,41066100,Reevaluation of Enlarged Vestibular Aqueduct.,JAMA otolaryngology-- head & neck surgery,"Huang, Shasha; Gao, Xue; Jiang, Yi; Guo, Chang; Li, Xiaoge et al.",10.1001/jamaoto.2025.2866,"IMPORTANCE: Enlarged vestibular aqueduct (EVA), the most prevalent inner ear malformation causing hearing loss (HL) in various populations, is predominantly genetically mediated. Despite advancements in genetic diagnostics, the comprehensive phenotypic and genotypic spectrum of EVA remains insufficiently characterized. OBJECTIVES: To characterize the natural history, clinical outcomes, phenotype, and genotype of EVA. DESIGN, SETTING, AND PARTICIPANTS: This single-center, longitudinal, retrospect...",,
2025-10-09,,41066095,Observation or Otolaryngology Surveillance After Ventilation Tube Insertion in Children: The ConVenTu Noninferiority Randomized Clinical Trial.,JAMA otolaryngology-- head & neck surgery,"Yahiro, Rikki; Austad, Bjarne; Helvik, Anne-S; Nilsen, Ann Helen; Salvesen, Øyvind et al.",10.1001/jamaoto.2025.2880,"IMPORTANCE: Middle-ear ventilation tube (VT) insertion is the most common ambulatory surgery in children. Follow-up for these patients may continue for 2 or more years and consume a great deal of health care resources. Research into the appropriate level of care for such controls is lacking. OBJECTIVE: To determine whether observation by general practitioners (GPs) yielded noninferior audiometric outcomes 2 years after VT insertion compared to otorhinolaryngology (ear, nose, and throat [ENT]) fo...",,
2025-10-09,,41066092,Through the Glass.,JAMA,"Shah, Janki",10.1001/jama.2025.18165,,,
2025-10-09,,41066090,Minor Comments.,JAMA,,10.1001/jama.2024.18977,,,
2025-10-09,,41066088,Reaching Individualized Optimal Oxygen Therapy in Mechanically Ventilated Patients.,JAMA,"Xu, Can; Nie, Xinyu; Wang, Dongjin",10.1001/jama.2025.14077,,,
2025-10-09,,41065647,Emergency Medicaid Spending for Undocumented Immigrants in the US.,JAMA,"Santos, Patricia Mae G; Chalmers, Kelsey; Cervantes, Lilia; Sommers, Benjamin D",10.1001/jama.2025.18709,,,
2025-10-09,,41065642,Is There Really Something Different About Postoperative Atrial Fibrillation After Cardiac Surgery?,JAMA,"Marcus, Gregory M",10.1001/jama.2025.15275,,,
2025-10-09,,41065638,Long-Term Continuous Monitoring of New-Onset Atrial Fibrillation After Coronary Artery Bypass Grafting.,JAMA,"Herrmann, Florian E M; Jeppsson, Anders; Kirov, Hristo; Charitos, Efstratios I; Dacian, Dana et al.",10.1001/jama.2025.14891,"IMPORTANCE: The incidence and burden of new-onset atrial fibrillation (AF) after coronary artery bypass grafting (CABG) are not known. Nevertheless, North American guidelines state that it is reasonable to administer 60 days of oral anticoagulation to patients with new-onset AF after CABG, a moderate-strength recommendation (class 2a) based on evidence derived from nonrandomized clinical studies. OBJECTIVE: To test the hypothesis that the incidence of new-onset AF within the first year after CAB...",,
2025-10-09,,41065188,Polyphenolic Activation of Basophils Explains Alcohol Hypersensitivity in AERD.,The Laryngoscope,"Payne, Spencer C; Eschenbacher, William; Stepp, Ryan; Borish, Larry",10.1002/lary.70183,"OBJECTIVE: Alcohol hypersensitivity (AH), an exacerbation of respiratory symptoms in response to alcohol consumption, is common in aspirin-exacerbated respiratory disease (AERD) and other forms of chronic rhinosinusitis (CRS). The mechanism of this is unknown. This study investigates the ability of polyphenolic compounds in alcoholic beverages to activate innate immune cells as a means of explaining AH in AERD. METHODS: Data were collected from 478 consecutive adults presenting to a tertiary car...",,
2025-10-07,,41061455,Clinical features of cochlear implantation in Japan and factors affecting postoperative infection.,"Auris, nasus, larynx","Koizumi, Megumi; Kashio, Akinori; Ishimaru, Miho; Matsui, Hiroki; Fushimi, Kiyohide et al.",10.1016/j.anl.2025.09.001,"OBJECTIVE: This study aimed to evaluate the clinical features in a large cohort of patients who underwent cochlear implantation in Japan, including the number of simultaneous bilateral cochlear implantation, proportion of postoperative infectious complications, and factors associated with postoperative infectious complications. METHODS: This retrospective cohort study extracted data of 7893 patients who underwent 9427 cochlear implantations from a Japanese national inpatient database between Jul...",,
2025-10-08,,41060922,Practice Patterns and Outcomes of Dacryocystorhinostomy for Secondary Nasolacrimal Duct Obstruction.,American journal of rhinology & allergy,"Farrell, Lily C; Kopinski, Piotr K; Hassoun, Mohamad Rani; Graves, Jeffrey P; Stokken, Janalee K et al.",10.1177/19458924251386210,"BackgroundSinonasal pathology, such as chronic inflammatory disease or neoplasm, can cause secondary nasolacrimal duct obstruction (sNLDO). There is a paucity of data on dacryocystorhinostomy (DCR) techniques and outcomes for NLDO secondary to known sinonasal pathologies.ObjectiveTo describe case characteristics, management, and surgical outcomes of sNLDO at a tertiary academic center.MethodsCharts of DCR cases with at least 3 months follow-up done at a single institution over a 5-year period (2...",,
2025-10-08,,41060661,Respiratory Gas Shifts to Delay Asphyxiation in Critical Avalanche Burial: A Randomized Clinical Trial.,JAMA,"Eisendle, Frederik; Roveri, Giulia; Rauch, Simon; Thomassen, Øyvind; Dal Cappello, Tomas et al.",10.1001/jama.2025.16837,"IMPORTANCE: People who are critically buried by an avalanche typically die of asphyxia within 35 minutes, often making timely rescue impossible. The development of new strategies to delay asphyxiation is crucial to improve survival rates. OBJECTIVE: To investigate the efficacy of a novel, user-carried avalanche safety device that delivers airflow from avalanche debris to the user's airway without requiring supplemental oxygen or a mouthpiece. DESIGN, SETTING, AND PARTICIPANTS: This randomized, b...",,
2025-10-08,,41060633,Circulating Tumor DNA-Based Blood Test for Colorectal Cancer Screening-Reply.,JAMA,"Shaukat, Aasma; Levin, Theodore R",10.1001/jama.2025.14112,,,
2025-10-08,,41060628,A Breath of Fresh Air-Improving Survival After Avalanche Burial.,JAMA,"Martin, Daniel S; McKenna, Helen T",10.1001/jama.2025.14396,,,
2025-10-08,,41060627,Reading Emily Dickinson in the NICU.,JAMA,"Fleury, Amy L",10.1001/jama.2025.13908,,,
2025-10-08,,41060626,"""Ear Pressed to My Heart"": Sharing Poetry With Patients.",JAMA,"Roberts, Krista; Campo, Rafael",10.1001/jama.2025.13911,,,
2025-10-08,,41060624,Circulating Tumor DNA-Based Blood Test for Colorectal Cancer Screening.,JAMA,"Mannucci, Alessandro; Goel, Ajay",10.1001/jama.2025.14109,,,
2025-10-08,,41060623,Extracorporeal Life Support in Accidental Hypothermia.,JAMA,"Mendrala, Konrad; Podsiadlo, Pawel; Darocha, Tomasz",10.1001/jama.2025.14593,,,
2025-10-08,,41060621,Revisiting Minimum Case Volume Recommendations for Complex Surgery in Contemporary Practice.,JAMA,"Kartik, Akash; Ven Fong, Zhi; Stucky, Chee-Chee; Cronin, Patricia A; Etzioni, David et al.",10.1001/jama.2025.17274,,,
2025-10-08,,41059927,Characterization of Self-Administered Olfactory Assessments Novel Olfactory Sorting Task (NOST) and Odor Dilution Sorting (ODS) in a Community-Based Population.,The Laryngoscope,"Saak, Tiana M; Zhang, Renjie; Spence, Matthew D A; Devanand, Davangere P; Motter, Jeffrey N et al.",10.1002/lary.70190,OBJECTIVES: Olfactory evaluation beyond conventional domain testing may inform how olfactory impairment presents among the general population. Recently reported assessments based on odor matching (NOST) and intensity sorting (ODS) may provide additional insight into olfactory function. Characterizing performance of these simple and self-administered tasks among a community-based population offers a valuable benchmark for subsequent evaluation in aging and cognition-impaired cohorts. METHODS: Sev...,,
2025-10-08,,41059917,Factors Affecting Audiometric and Speech Perception Outcomes in Hybrid Cochlear Implant Recipients.,The Laryngoscope,"Reinhart, Paul N; Parkinson, Aaron J; Dunn, Camille C; Gantz, Bruce J",10.1002/lary.70195,"OBJECTIVES: To evaluate the long-term audiometric and speech perception outcomes in Hybrid cochlear implant recipients meeting hybrid or electric-acoustic stimulation (EAS) indications, and to identify factors, including age, sex, and duration of hearing loss, that may contribute to outcome variability. Additionally, the study evaluates the impact of EAS on speech perception. METHODS: Data from two clinical trials and retrospective data from the University of Iowa were combined for a total datas...",,
2025-10-08,,41059905,Investigation of Mental Fatigue in Individuals With Tinnitus.,The Laryngoscope,"Icoz, Özlem; Sendesen, Eser",10.1002/lary.70198,"OBJECTIVE: Mental fatigue is a common but understudied symptom in individuals with tinnitus. This study aimed to examine the relationship between tinnitus-related distress, anxiety symptoms, and mental fatigue. METHODS: A total of 119 participants (52 with tinnitus, 67 healthy controls) were included. All participants completed the Mental Fatigue Scale (MFS) and Generalized Anxiety Disorder-7 (GAD-7). The tinnitus group also completed the Tinnitus Handicap Inventory (THI), Visual Analog Scales (...",,
2025-10-08,,41059564,Neuroinflammation and neural activity in the olfactory bulb drives olfactory dysfunction in a rat model of eosinophilic chronic rhinosinusitis.,Rhinology,"Zhang, Z; Du, Y; Xiong, S; Cao, W; Jiang, H et al.",10.4193/Rhin25.164,"BACKGROUND: Chronic rhinosinusitis (CRS) is a common cause of olfactory dysfunction (OD), and eosinophilic CRS is one of the subtypes characterized by eosinophilic infiltration. Animal models of olfactory dysfunction in eosinophilic CRS are necessary for exploring potential therapeutic strategies. Glucocorticoids are therapeutic for eosinophilic CRS-OD and the mechanism of action requires further exploration. METHODOLOGY: The eosinophilic CRS-OD rat model was induced by intranasal administration...",,
2025-10-08,,41058606,Web-application guided bimodal olfactory training for COVID-19 patients: a randomized trial.,Rhinology,"Vandersteen, C; Payne, M; Becker, C; Bernier, S; Derreumaux, A et al.",10.4193/Rhin24.273,"BACKGROUND: Many Post-Acute COVID-19 Syndrome (PACS) patients continue to experience persistent dysosmia up to two years post-pandemic. Cognitive and semantic memory functions, along with olfactory associative areas, may be affected in PACS without olfactory recovery. Visual-olfactory bimodal olfactory training may stimulate these areas. This study evaluates the olfactory recovery using a new bi-modal training kit, MaMadeleine™, assisted by a web application. METHODOLOGY: A prospective randomise...",,
2025-10-06,,41056766,Hospital readmission and mortality after discharge with pediatric tracheostomy: A one-year population-based cohort study in Taiwan.,"Auris, nasus, larynx","Lee, Chia-Hsuan; Lin, Che-Yi; Kang, Kun-Tai; Hsu, Wei-Chung",10.1016/j.anl.2025.09.008,"OBJECTIVE: To analyze hospital readmission and mortality rates within 1 year after discharge with pediatric tracheostomy. METHODS: Data were obtained from Taiwan's National Health Insurance Research Database. All inpatients aged <18 years who underwent tracheostomy between 2001 and 2019 were identified using International Classification of Diseases codes. All-cause readmission and mortality rates at 30, 90, 180, 270, and 365 days after pediatric tracheostomy were calculated, and factors associat...",,
2025-10-07,,41055661,A wound's what I want.,JAMA,"Broderick Byler, Lynne",10.1001/jama.2025.10022,,,
2025-10-07,,41055660,Hemianopsia.,JAMA,"Gopinathan, Jyotish Chalil",10.1001/jama.2025.9045,,,
2025-10-07,,41055659,"Audio Highlights: September 12, 2025.",JAMA,,10.1001/jama.2024.18948,,,
